greV,greQ,greA,cgpa,univName
166.0,167.0,4.0,3.79,Duke University
166.0,167.0,4.0,3.79,Georgetown University
154.0,157.0,4.5,3.96,Michigan State University
162.0,153.0,5.0,3.59,University Of Washington
158.0,162.0,4.5,3.92,Northwestern University
158.0,156.0,3.5,3.9,University Of Washington
157.0,170.0,4.0,3.5,Purdue University - West Lafayette
164.0,167.0,5.0,3.9,Harvard University
149.0,167.0,3.0,3.3,University Of Florida
151.0,149.0,3.5,3.5,University Of Michigan
161.0,165.0,5.0,3.9,University Of Oxford
153.0,160.0,3.0,4.0,Stanford University
162.0,160.0,4.0,3.8,McGill University
154.0,147.0,4.5,3.86,University Of Georgia
160.0,151.0,4.0,3.48,University Of Florida
164.0,160.0,5.0,3.93,Johns Hopkins University
150.0,150.0,4.5,3.9,"University Of Californa, Los Angeles (UCLA)"
161.0,154.0,5.0,3.74,University Of Oregon
165.0,167.0,3.5,3.8,"University Of Californa, Los Angeles (UCLA)"
149.0,167.0,3.0,3.3,Iowa State University
149.0,167.0,3.0,3.3,Penn State University
159.0,154.0,5.0,3.98,University Of Oregon
170.0,156.0,4.0,3.9,Stanford University
170.0,168.0,4.5,3.6,UC San Diego (UCSD)
156.0,169.0,4.5,3.43,Carnegie Mellon University
155.0,168.0,3.5,3.23,Johns Hopkins University
167.0,166.0,5.0,3.9,University Of Oxford
169.0,166.0,4.5,3.9,"University Of California, Berkeley"
157.0,170.0,4.0,3.5,Purdue University - West Lafayette
157.0,170.0,3.5,3.2,University Of Southern California
168.0,168.0,5.0,3.99,Princeton University
144.0,161.0,3.0,3.3,University Of Washington
152.0,156.0,3.5,3.7,Georgetown University
150.0,155.0,4.0,3.82,University Of Oregon
160.0,153.0,4.0,3.4,"University Of California, Berkeley"
153.0,160.0,4.0,3.4,"University Of Californa, Los Angeles (UCLA)"
170.0,166.0,4.5,3.69,University Of Michigan
162.0,160.0,5.0,3.7,Harvard University
163.0,154.0,5.0,3.76,University Of Oregon
163.0,156.0,6.0,3.7,Temple University
160.0,157.0,4.5,3.3,George Washington University
154.0,164.0,3.5,3.5,Colorado State University
163.0,170.0,4.0,3.73,University Of Michigan
165.0,170.0,5.5,3.92,University Of Michigan
166.0,169.0,6.0,3.75,Columbia University
163.0,165.0,4.0,3.5,Boston University
160.0,149.0,5.5,3.9,Columbia University
163.0,152.0,5.5,3.8,University Of Pennsylvania
161.0,154.0,5.0,3.2,University Of Washington
160.0,157.0,4.0,3.62,"University Of Colorado, Boulder"
164.0,170.0,4.0,3.86,Columbia University
152.0,154.0,3.0,3.64,UT Austin
169.0,160.0,4.0,3.88,Northwestern University
165.0,160.0,5.0,3.77,New York University
161.0,170.0,4.5,3.89,Northwestern University
156.0,159.0,4.0,3.76,Georgia State University
157.0,158.0,3.0,3.7,Purdue University - West Lafayette
161.0,165.0,5.5,3.7,University Of Oxford
157.0,161.0,5.0,3.64,University Of Washington
162.0,167.0,0.0,3.9,University Of Oxford
163.0,166.0,4.5,3.05,"University Of California, Irvine"
167.0,170.0,5.5,3.95,University Of Texas At Austin
167.0,151.0,5.0,3.79,University Of Virginia
155.0,167.0,3.5,3.0,University Of Pennsylvania
162.0,170.0,3.5,3.0,Columbia University
153.0,162.0,5.0,3.64,University Of Rochester
155.0,168.0,5.0,3.86,Purdue University - West Lafayette
162.0,169.0,4.0,3.98,University Of Michigan
155.0,163.0,4.0,3.27,Columbia University
156.0,170.0,3.0,3.5,"University Of Colorado, Boulder"
158.0,163.0,4.0,4.0,University Of Florida
167.0,161.0,5.0,3.95,University Of Michigan
156.0,154.0,4.0,3.4,University Of Pennsylvania
156.0,170.0,3.5,3.89,Carnegie Mellon University
157.0,170.0,4.0,3.5,Johns Hopkins University
160.0,165.0,5.0,3.58,"University Of Californa, Los Angeles (UCLA)"
162.0,170.0,0.0,3.96,Stanford University
163.0,159.0,5.0,3.95,University Of Wisconsin-Madison
163.0,159.0,5.0,3.95,University Of Michigan
163.0,159.0,5.0,3.95,"University Of California, Berkeley"
157.0,170.0,4.0,3.98,Stanford University
161.0,156.0,5.0,3.47,University Of Utah
154.0,146.0,0.0,3.56,"University Of Californa, Los Angeles (UCLA)"
157.0,157.0,4.5,3.8,Colorado State University
158.0,169.0,4.5,3.94,Stanford University
155.0,153.0,5.0,3.89,"University Of Californa, Los Angeles (UCLA)"
160.0,156.0,5.0,3.72,"University Of Californa, Los Angeles (UCLA)"
164.0,165.0,4.5,3.83,"University Of Californa, Los Angeles (UCLA)"
165.0,170.0,4.5,3.91,Stanford University
165.0,167.0,4.5,3.8,University Of Maryland College Park
150.0,170.0,3.0,3.91,"University Of California, Berkeley"
162.0,160.0,4.0,3.88,University Of Pennsylvania
162.0,168.0,4.0,3.59,Duke University
162.0,168.0,4.0,3.59,University Of Southern California
167.0,167.0,4.5,4.0,"University Of Colorado, Boulder"
162.0,168.0,4.0,3.59,University Of Southern California
162.0,168.0,4.0,3.59,Indiana University Bloomington
161.0,167.0,3.5,3.9,Northwestern University
155.0,161.0,4.0,3.64,Carnegie Mellon University
153.0,170.0,3.0,3.1,North Carolina State University
154.0,169.0,4.0,3.6,Indiana University Bloomington
149.0,152.0,5.0,3.85,Johns Hopkins University
152.0,158.0,4.0,3.2,University Of Southern California
160.0,167.0,4.0,3.98,"University Of California, Berkeley"
158.0,170.0,4.0,3.9,University Of Pennsylvania
159.0,170.0,4.0,3.88,"University Of Californa, Los Angeles (UCLA)"
153.0,151.0,4.0,3.5,Cornell University
159.0,156.0,4.0,3.6,Georgetown University
167.0,170.0,4.5,3.87,"University Of California, Berkeley"
149.0,148.0,5.0,3.98,University Of Florida
154.0,169.0,3.0,3.83,Columbia University
164.0,159.0,5.5,3.92,Harvard University
165.0,162.0,5.0,3.5,University Of Michigan
154.0,150.0,4.0,3.4,Arizona State University
155.0,158.0,5.0,4.0,University Of Toronto
155.0,158.0,5.0,4.0,Columbia University
160.0,153.0,4.0,3.9,University Of Florida
152.0,153.0,4.0,3.76,University Of Florida
165.0,158.0,4.0,3.4,University Of Texas At Austin
162.0,169.0,5.0,3.75,University Of Pennsylvania
166.0,165.0,5.0,3.0,University Of Michigan
152.0,170.0,3.5,3.64,University Of Michigan
154.0,157.0,4.5,3.96,University Of Florida
154.0,157.0,4.5,3.96,University Of Florida
151.0,167.0,3.5,3.59,New York University
155.0,147.0,3.5,3.68,University Of Florida
166.0,169.0,4.5,3.56,Boston University
161.0,151.0,5.0,3.91,Princeton University
161.0,151.0,5.0,3.91,Princeton University
166.0,168.0,5.0,3.96,"University Of California, Berkeley"
167.0,163.0,3.5,3.92,"University Of California, Berkeley"
153.0,162.0,4.0,3.67,Duke University
148.0,168.0,3.5,3.44,Ohio State University
166.0,170.0,4.5,3.79,"University Of California, Berkeley"
168.0,160.0,3.5,4.0,"University Of California, Berkeley"
167.0,170.0,5.0,3.89,Tufts University
167.0,170.0,5.0,3.89,University Of Pittsburgh
156.0,170.0,4.0,3.95,McGill University
164.0,166.0,5.0,3.94,"University Of Californa, Los Angeles (UCLA)"
159.0,165.0,4.5,3.77,University Of Michigan
165.0,152.0,5.5,3.57,University Of Chicago
163.0,169.0,4.0,3.3,University Of Maryland College Park
152.0,166.0,3.5,3.95,University Of Wisconsin-Madison
152.0,149.0,4.0,3.6,Columbia University
168.0,160.0,5.0,3.2,North Carolina State University
152.0,170.0,4.5,8.83,Columbia University
161.0,163.0,5.0,4.0,"University Of California, San Diego"
170.0,166.0,4.5,3.76,University Of Oxford
162.0,166.0,4.5,3.72,"University Of California, Berkeley"
160.0,160.0,5.0,3.64,Columbia University
156.0,166.0,4.0,7.6,University Of Maryland College Park
153.0,170.0,3.0,3.5,University Of Washington
155.0,170.0,4.0,3.73,Columbia University
163.0,167.0,5.0,4.0,Columbia University
163.0,162.0,5.0,3.79,Carnegie Mellon University
168.0,160.0,4.5,4.0,Tufts University
159.0,165.0,4.5,3.34,"University Of California, Davis"
159.0,165.0,4.5,3.34,University Of Michigan
170.0,160.0,5.0,3.77,Princeton University
159.0,165.0,4.5,3.34,University Of Washington
150.0,151.0,4.0,3.92,University Of Texas At Dallas
160.0,168.0,4.0,3.87,"University Of California, Irvine"
165.0,160.0,4.0,3.97,Tufts University
161.0,147.0,4.5,3.97,University Of Texas At Austin
161.0,165.0,4.5,3.71,University Of Wisconsin-Madison
143.0,159.0,2.5,3.5,University Of Michigan
157.0,157.0,5.0,3.44,Arizona State University
161.0,167.0,3.5,3.98,Northwestern University
149.0,165.0,4.0,3.91,Michigan State University
169.0,169.0,5.0,3.4,Johns Hopkins University
152.0,155.0,4.0,3.2,University Of Texas At Austin
152.0,155.0,4.0,3.2,University Of Washington
160.0,168.0,4.5,3.54,Penn State (Pennsylvania State University)
163.0,168.0,5.0,3.65,Rice University
159.0,163.0,5.5,3.67,"University Of California, Berkeley"
154.0,169.0,3.0,3.2,Penn State University
158.0,155.0,0.0,3.43,University Of Florida
153.0,161.0,4.5,3.69,Ohio State University
161.0,168.0,4.0,3.4,University Of Rochester
159.0,160.0,4.0,3.56,University Of Texas At Austin
167.0,161.0,5.0,3.95,Brown University
156.0,157.0,3.5,3.82,University Of South Carolina
162.0,158.0,5.0,3.92,"University Of California, Berkeley"
156.0,153.0,5.5,3.82,University Of South Florida
157.0,162.0,5.0,3.9,"University Of California, Berkeley"
159.0,154.0,5.0,3.59,Columbia University
153.0,150.0,5.5,3.2,University Of Texas At Dallas
157.0,160.0,4.5,3.75,University Of Florida
163.0,170.0,5.0,3.7,University Of Maryland College Park
160.0,168.0,5.0,3.2,Clemson University
163.0,167.0,0.0,3.95,University Of Utah
152.0,167.0,3.5,3.52,University Of Washington
152.0,170.0,3.0,3.3,Columbia University
166.0,170.0,4.5,3.7,Duke University
163.0,169.0,4.5,3.6,Duke University
166.0,160.0,5.0,3.8,"University Of California, Berkeley"
154.0,157.0,3.0,3.1,Oregon State University
170.0,160.0,5.0,3.77,"University Of California, Berkeley"
160.0,156.0,4.5,3.04,George Washington University
155.0,144.0,4.5,3.5,Columbia University
167.0,168.0,5.0,3.66,Johns Hopkins University
165.0,160.0,5.5,3.7,University Of Notre Dame
159.0,167.0,4.5,3.92,"University Of California, Berkeley"
156.0,159.0,4.0,3.76,University Of Georgia
156.0,159.0,3.5,3.46,University Of Houston
156.0,167.0,4.5,3.88,University Of Houston
170.0,168.0,4.0,3.62,University Of Texas At Austin
164.0,159.0,5.5,3.92,Columbia University
154.0,161.0,4.0,3.26,University Of Houston
164.0,157.0,4.0,4.0,Purdue University - West Lafayette
170.0,156.0,3.0,3.6,Purdue University
169.0,153.0,3.5,3.74,Temple University
148.0,162.0,4.0,3.58,Columbia University
157.0,155.0,5.0,3.98,University Of Georgia
163.0,170.0,4.0,3.96,University Of Pittsburgh
162.0,141.0,0.0,3.5,University Of Southern California
162.0,140.0,0.0,3.5,University Of Southern California
154.0,162.0,3.0,4.0,Purdue University - West Lafayette
156.0,157.0,4.0,3.68,Purdue University - West Lafayette
164.0,164.0,5.5,3.79,University Of Florida
159.0,157.0,3.0,3.0,University Of Pennsylvania
157.0,161.0,4.0,3.98,University Of Illinois At Urbana-Champaign
161.0,170.0,5.0,3.7,Cornell University
166.0,170.0,6.0,3.5,Duke University
163.0,153.0,4.0,3.39,UC San Diego (UCSD)
163.0,165.0,4.5,2.7,University Of Texas At Dallas
161.0,160.0,4.5,3.88,Northeastern University
144.0,161.0,3.0,3.3,Oregon State University
144.0,161.0,3.0,3.3,University Of Washington
144.0,161.0,3.0,3.3,North Carolina State University
162.0,170.0,5.0,3.96,Columbia University
152.0,167.0,4.5,3.8,New York University
162.0,170.0,4.0,3.69,University Of Southern California
162.0,170.0,4.0,3.69,Duke University
159.0,167.0,5.5,3.7,Ohio State University
159.0,169.0,4.0,3.7,Columbia University
158.0,168.0,3.5,3.58,Columbia University
161.0,153.0,5.5,3.78,University Of Chicago
159.0,157.0,5.0,3.6,George Washington University
155.0,166.0,3.0,3.48,Carnegie Mellon University
166.0,164.0,4.5,3.91,Columbia University
166.0,170.0,4.5,4.0,University Of Washington
158.0,165.0,5.0,3.88,Georgetown University
155.0,150.0,4.5,3.73,University Of Houston
170.0,160.0,5.0,3.77,Columbia University
159.0,157.0,5.5,3.7,Georgetown University
159.0,153.0,4.0,3.51,UC San Diego (UCSD)
167.0,162.0,6.0,3.79,Georgetown University
163.0,166.0,4.5,3.79,New York University
164.0,160.0,4.5,3.95,University Of Pennsylvania
161.0,170.0,5.0,3.86,Columbia University
164.0,170.0,5.5,3.99,Columbia University
155.0,166.0,4.5,3.97,"University Of California, Berkeley"
155.0,166.0,4.5,3.97,"University Of California, Berkeley"
159.0,147.0,3.5,3.46,University Of Chicago
159.0,167.0,4.0,3.35,"University Of California, Irvine"
165.0,164.0,4.0,3.98,New York University
161.0,170.0,4.5,3.86,"University Of California, Berkeley"
150.0,168.0,0.0,4.0,"University Of Californa, Los Angeles (UCLA)"
164.0,160.0,4.5,3.8,Boston University
159.0,157.0,5.5,3.7,Duke University
167.0,168.0,5.0,3.6,"University Of Californa, Los Angeles (UCLA)"
152.0,150.0,4.0,3.3,University Of Houston
166.0,154.0,4.0,3.47,Carnegie Mellon University
160.0,170.0,4.5,3.43,Duke University
156.0,162.0,4.0,3.32,University Of Pennsylvania
155.0,146.0,5.0,4.0,University Of Minnesota
155.0,146.0,5.0,4.0,University Of Wisconsin-Madison
155.0,146.0,5.0,4.0,Northwestern University
159.0,160.0,4.0,2.98,Purdue University - West Lafayette
155.0,148.0,4.0,3.95,University Of Houston
163.0,152.0,5.5,3.5,Georgetown University
169.0,156.0,4.0,3.92,Columbia University
160.0,170.0,4.5,3.43,Carnegie Mellon University
160.0,170.0,4.5,3.43,University Of Michigan
160.0,170.0,4.5,3.43,University Of Pennsylvania
147.0,170.0,4.0,3.35,Rutgers University
159.0,144.0,4.5,3.78,University Of Houston
146.0,148.0,4.0,3.82,University Of Houston
159.0,157.0,5.5,3.7,Columbia University
168.0,168.0,5.5,3.9,"University Of California, Berkeley"
147.0,169.0,2.5,3.46,Carnegie Mellon University
159.0,162.0,4.0,3.33,Penn State University
168.0,156.0,5.5,3.83,University Of Toronto
163.0,170.0,4.0,3.96,UC San Diego (UCSD)
159.0,161.0,5.0,3.73,Vanderbilt University
170.0,166.0,4.0,3.26,Princeton University
143.0,167.0,3.5,3.83,Vanderbilt University
158.0,159.0,4.5,3.92,Syracuse University
159.0,168.0,4.0,8.5,Stony Brook University
153.0,164.0,3.0,3.7,"University Of California, Berkeley"
168.0,164.0,0.0,3.58,Georgetown University
167.0,162.0,4.0,3.76,"University Of California, Berkeley"
163.0,149.0,5.0,3.8,University Of South Florida
165.0,167.0,4.5,3.92,Columbia University
165.0,167.0,4.5,3.91,Cornell University
156.0,158.0,4.0,3.63,Cornell University
170.0,146.0,3.0,3.0,NCSU (North Carolina State University)
160.0,163.0,4.5,9.28,University Of Florida
160.0,163.0,4.5,9.28,University Of Southern California
170.0,152.0,3.0,3.11,UC San Diego (UCSD)
169.0,157.0,4.5,3.8,Duke University
169.0,158.0,5.5,3.79,University Of Minnesota
158.0,166.0,4.0,3.46,Carnegie Mellon University
153.0,166.0,4.0,3.4,Arizona State University
160.0,170.0,4.0,4.0,"University Of California, Berkeley"
152.0,167.0,4.0,3.3,"University Of California, San Diego"
155.0,161.0,3.5,3.3,Northeastern University
161.0,167.0,4.6,3.8,Duke University
155.0,170.0,4.0,3.97,Arizona State University
155.0,168.0,3.0,3.67,Carnegie Mellon University
162.0,168.0,3.5,3.52,Iowa State University
159.0,165.0,4.5,8.14,University Of Southern California
157.0,153.0,4.0,3.83,University Of Utah
159.0,170.0,4.5,3.94,"University Of California, Los Angeles (UCLA)"
166.0,153.0,4.0,3.8,University Of Washington
166.0,160.0,4.5,3.2,"University Of California, Berkeley"
161.0,158.0,5.5,3.93,University Of Washington
161.0,170.0,5.0,3.7,"University Of California, Berkeley"
156.0,157.0,4.0,4.0,University Of Texas At Austin
157.0,158.0,4.0,3.15,University Of Southern California
156.0,153.0,4.0,3.3,University Of Oregon
165.0,170.0,4.5,3.6,University Of Virginia
157.0,156.0,3.5,3.86,University Of Texas At Dallas
166.0,167.0,5.5,3.83,"University Of California, Berkeley"
162.0,170.0,3.0,4.0,Boston University
165.0,160.0,5.5,3.87,University Of Chicago
147.0,169.0,3.0,3.77,University Of Southern California
162.0,161.0,5.5,3.72,University Of Washington
150.0,161.0,3.0,3.1,Columbia University
157.0,152.0,5.0,3.7,Georgetown University
149.0,163.0,4.0,3.39,University Of Kansas
164.0,163.0,6.0,3.92,"University Of Colorado, Boulder"
156.0,169.0,4.5,3.48,University Of Texas At Austin
156.0,169.0,4.5,3.48,Carnegie Mellon University
165.0,165.0,5.5,3.98,University Of Washington
152.0,156.0,3.5,3.7,Northwestern University
170.0,162.0,4.5,3.67,University Of Pennsylvania
156.0,166.0,4.0,3.3,University Of Southern California
164.0,161.0,4.0,3.53,University Of Southern California
154.0,166.0,4.5,3.22,Carnegie Mellon University
162.0,170.0,4.5,3.7,"University Of California, Berkeley"
165.0,164.0,5.0,3.8,"University Of California, Davis"
165.0,170.0,4.0,3.9,Carnegie Mellon University
159.0,166.0,4.0,3.48,Duke University
157.0,162.0,4.0,3.84,Carnegie Mellon University
155.0,168.0,3.0,3.67,Carnegie Mellon University
170.0,170.0,5.0,4.0,Princeton University
155.0,169.0,3.5,3.67,University Of Pennsylvania
152.0,170.0,4.5,8.83,Carnegie Mellon University
163.0,159.0,4.5,3.6,George Washington University
168.0,162.0,5.0,4.0,Yale University
150.0,163.0,4.0,3.33,University Of Wisconsin-Madison
159.0,169.0,4.0,3.96,UC Berkeley
160.0,153.0,4.5,3.9,Indiana University Bloomington
169.0,161.0,4.5,3.5,"University Of Californa, Los Angeles (UCLA)"
157.0,161.0,5.0,3.82,Columbia University
162.0,151.0,4.0,3.7,University Of Washington
154.0,150.0,4.5,3.86,University Of Washington
157.0,161.0,5.0,3.82,University Of Maryland College Park
157.0,161.0,5.0,3.82,Cornell University
157.0,161.0,5.0,3.83,University Of Texas At Austin
164.0,165.0,4.0,3.89,Texas A&M University
160.0,165.0,5.0,3.3,North Carolina State University
155.0,152.0,4.5,3.75,University Of Pittsburgh
161.0,157.0,5.0,3.92,University Of Kentucky
161.0,157.0,5.0,3.92,Vanderbilt University
158.0,169.0,4.0,3.49,Penn State University
155.0,165.0,0.0,3.96,NCSU (North Carolina State University)
169.0,147.0,3.0,3.77,University Of Washington
153.0,159.0,5.0,3.75,Columbia University
154.0,150.0,4.5,3.86,University Of Kentucky
166.0,147.0,5.0,3.3,"University Of Colorado, Boulder"
159.0,158.0,5.0,3.89,University Of Washington
157.0,159.0,4.5,3.97,University Of Washington
165.0,157.0,5.5,3.73,University Of Washington
155.0,144.0,4.0,3.75,University Of Pittsburgh
164.0,158.0,4.5,4.08,University Of Washington
157.0,154.0,4.5,3.9,Vanderbilt University
149.0,149.0,4.5,3.86,University Of Kentucky
149.0,149.0,4.5,3.86,University Of Washington
166.0,155.0,4.5,3.98,University Of Texas At Dallas
160.0,170.0,3.5,3.8,University Of Pennsylvania
152.0,150.0,5.0,3.95,University Of Pittsburgh
160.0,161.0,4.5,3.65,University Of Washington
149.0,156.0,4.5,3.7,University Of Texas At Austin
161.0,164.0,4.5,3.5,University Of Chicago
164.0,167.0,4.0,3.8,Stanford University
167.0,152.0,5.0,3.61,University Of Texas At Dallas
166.0,153.0,4.0,3.8,Vanderbilt University
160.0,151.0,4.0,3.48,University Of Pittsburgh
159.0,158.0,5.0,3.89,University Of Texas At Austin
170.0,170.0,5.0,4.0,University Of Toronto
166.0,166.0,6.0,3.9,University Of Washington
164.0,170.0,4.5,4.0,"University Of California, San Diego"
155.0,169.0,3.5,3.59,"University Of California, Davis"
167.0,156.0,4.0,4.0,University Of Chicago
161.0,156.0,5.0,4.0,Vanderbilt University
170.0,160.0,4.0,3.59,University Of Minnesota
170.0,160.0,4.0,3.59,University Of Washington
161.0,153.0,4.5,3.96,Vanderbilt University
168.0,154.0,5.5,3.8,University Of Chicago
149.0,154.0,3.0,3.68,Carnegie Mellon University
166.0,160.0,0.0,3.85,University Of Chicago
165.0,156.0,5.5,3.7,Northwestern University
159.0,151.0,5.0,3.5,University Of Chicago
168.0,158.0,5.5,3.7,Georgetown University
169.0,169.0,5.5,3.32,Cornell University
170.0,161.0,5.5,3.83,University Of Chicago
