greV,greQ,greA,cgpa,univName
159.0,154.0,4.5,3.86,UCLA
155.0,170.0,4.0,3.9,UC Berkeley
160.0,160.0,4.5,3.73,UC Berkeley
166.0,154.0,4.0,3.96,McGill University
163.0,153.0,4.5,3.9,Boston University
147.0,163.0,0.0,3.8,"University Of California, Davis"
162.0,155.0,0.0,3.9,University Of South Florida
161.0,163.0,4.5,4.0,University Of Oregon
162.0,155.0,0.0,3.9,University Of Central Florida
162.0,157.0,5.0,3.77,University Of South Florida
148.0,150.0,4.5,3.87,University Of South Florida
164.0,155.0,4.5,3.8,"University Of Colorado, Boulder"
152.0,145.0,4.0,3.7,University Of South Florida
160.0,170.0,4.5,3.81,Columbia University
158.0,151.0,4.0,3.88,University Of Kansas
167.0,145.0,4.5,3.7,Boston University
150.0,157.0,5.0,3.9,University Of Connecticut
146.0,157.0,4.5,3.97,University Of South Florida
149.0,164.0,3.5,3.82,UCSD
161.0,161.0,5.5,3.8,"University Of California, Berkeley"
155.0,155.0,3.5,3.8,UCSD
164.0,148.0,5.0,3.6,University Of South Florida
157.0,166.0,4.0,3.25,University Of Pittsburgh
164.0,152.0,3.0,2.7,Texas A&M University
163.0,149.0,4.0,3.98,University Of South Florida
155.0,150.0,4.0,3.78,University Of Central Florida
151.0,155.0,4.5,3.9,University Of Connecticut
156.0,149.0,3.5,3.6,Clemson University
159.0,168.0,4.0,3.97,UC Berkeley
148.0,168.0,3.5,3.11,Boston University
160.0,154.0,4.5,3.85,Princeton University
154.0,166.0,3.5,3.5,North Carolina State University
154.0,158.0,3.5,3.52,University Of Utah
166.0,169.0,3.5,3.44,UC Berkeley
164.0,170.0,4.5,4.0,UC Berkeley
166.0,168.0,5.5,3.96,Harvard University
168.0,154.0,5.0,4.0,University Of Washington
164.0,144.0,3.0,3.74,Arizona State University
151.0,166.0,4.0,3.55,Boston University
165.0,170.0,4.5,3.99,University Of Wisconsin-Madison
152.0,161.0,3.5,7.41,Arizona State University
153.0,160.0,5.5,3.5,University Of Maryland
153.0,160.0,5.5,3.5,Duke University
153.0,160.0,5.5,3.5,Yale University
156.0,170.0,4.0,3.71,The University Of Chicago
157.0,166.0,5.5,3.42,The University Of Chicago
153.0,161.0,5.5,3.9,Brown University
152.0,164.0,3.0,3.7,Columbia University
156.0,170.0,4.0,3.4,Boston University
166.0,163.0,6.0,3.82,The University Of Chicago
167.0,153.0,4.5,3.5,University Of Southern California
140.0,142.0,2.5,3.8,"University Of Maryland, College Park"
168.0,168.0,4.5,4.0,University Of Chicago
153.0,148.0,3.0,3.58,University Of Maryland
130.0,163.82978723404256,4.5,3.8,University Of Chicago
170.2127659574468,161.70212765957447,5.5,3.4,University Of Chicago
150.0,170.0,3.0,3.79,Ohio State University
151.0,170.0,3.0,3.79,University Of Maryland
168.0,166.0,4.5,3.7,Stanford University
161.0,167.0,4.5,3.7,Columbia University
163.0,149.0,4.0,3.98,University Of Colorado Boulder
170.0,169.0,4.0,4.0,Boston University
152.0,159.0,4.5,3.07,Johns Hopkins University
161.0,164.0,4.0,3.44,University Of Colorado Boulder
151.0,160.0,4.0,3.77,Indiana University Bloomington
155.0,168.0,4.0,3.72,Carnegie Mellon University
160.0,160.0,4.0,3.4,Cornell University
150.0,160.0,3.0,3.55,University Of Illinois At Urbana-Champaign
152.0,163.0,4.5,3.98,Florida State University
160.0,152.0,5.0,3.75,Syracuse University
168.0,156.0,5.0,3.79,Florida State University
155.0,170.0,3.5,3.72,Boston University
158.0,158.0,4.5,3.9,University Of Colorado Boulder
161.0,161.0,4.5,3.7,University Of South Florida
165.0,159.0,4.5,3.87,UC Berkeley
162.0,157.0,4.0,3.89,University Of Utah
158.0,152.0,4.5,3.3,University Of Cincinnati
170.0,151.0,4.0,3.45,Boston University
166.0,151.0,4.5,3.44,UCLA
167.0,168.0,0.0,3.65,Vanderbilt University
157.0,163.0,4.0,3.91,North Carolina State University
163.82978723404256,148.93617021276594,4.5,3.96,University Of Pittsburgh
153.0,160.0,5.5,3.9,Johns Hopkins University
146.0,148.0,3.0,2.9,University Of Southern California
155.0,152.0,4.0,3.56,Syracuse University
157.0,157.0,4.0,3.5,American University
157.0,170.0,4.0,3.9,UCLA
151.0,168.0,3.0,3.5,University Of Virginia
160.0,161.0,3.5,3.5,University Of Colorado Boulder
148.0,170.0,3.0,3.96,University Of Texas At Austin
154.0,170.0,3.5,3.14,University Of Delaware
151.0,163.0,3.0,2.64,Columbia University
147.0,170.0,2.5,4.0,University Of Oregon
170.0,160.0,4.0,3.44,University Of Florida
155.0,144.0,4.0,3.66,USC
155.0,170.0,3.5,3.96,Texas A&M University
160.0,162.0,4.5,3.86,UC Irvine
160.0,162.0,4.5,3.86,UCSD
153.0,170.0,3.5,3.96,"University Of California, Berkeley"
130.0,170.2127659574468,4.0,3.82,McGill University
161.0,161.0,4.0,3.94,Florida State University
157.0,170.0,3.5,3.3,University Of Florida
154.0,161.0,5.5,3.4,University Of Southern California (USC)
155.0,155.0,4.0,3.86,Syracuse University
164.0,164.0,4.5,3.93,Columbia University
164.0,164.0,4.5,3.93,Cornell University
154.0,168.0,3.5,3.3,University Of Rochester
166.0,153.0,4.0,3.6,University Of Georgia
159.0,159.0,3.5,3.2,University Of Delaware
162.0,150.0,4.5,3.6,Syracuse University
155.0,154.0,4.5,3.4,University Of Utah
160.0,148.0,4.0,3.85,University Of Pittsburgh
152.0,159.0,4.0,3.62,Northeastern University
147.0,142.0,4.0,3.39,University Of Pittsburgh
165.0,155.0,4.5,3.91,Indiana University Bloomington
153.0,169.0,3.0,3.83,Ohio State University
162.0,155.0,4.0,3.6,"University Of Washington, Seattle"
151.0,150.0,4.5,3.45,Syracuse University
156.0,167.0,4.0,4.1,UT Austin
165.0,156.0,5.0,3.68,New York University
153.0,153.0,4.5,3.77,Syracuse University
158.0,149.0,5.0,3.9,Syracuse University
153.0,167.0,3.0,3.41,University Of Texas At Austin
156.0,152.0,5.0,3.98,American University
154.0,164.0,4.0,3.2,University Of Delaware
156.0,152.0,5.0,3.98,Penn State University
162.0,149.0,3.5,4.0,Purdue University
169.0,154.0,5.5,3.9,University Of Notre Dame
165.0,168.0,4.0,3.4,Columbia University
161.0,164.0,4.5,3.26,Tufts University
163.0,162.0,5.0,3.4,University Of Chicago
168.0,162.0,5.0,3.72,Boston University
157.0,152.0,5.0,3.78,George Mason University
156.0,158.0,4.5,3.28,University Of Pittsburgh
159.0,151.0,3.5,3.69,University Of Pittsburgh
163.0,170.0,3.5,3.8,Boston University
157.0,160.0,4.5,3.8,Duke University
164.0,167.0,5.5,3.53,UCLA
164.0,152.0,4.0,3.97,University Of Delaware
164.0,157.0,5.0,4.0,University Of Iowa
168.0,153.0,4.0,3.86,UIUC
162.0,161.0,4.5,3.67,New York University
162.0,161.0,4.5,3.67,Boston University
158.0,170.0,4.0,3.9,McGill University
170.2127659574468,144.68085106382978,3.0,3.98,UIUC
155.0,170.0,3.5,3.8,University Of Southern California (USC)
159.0,155.0,4.0,3.69,University Of Pittsburgh
159.0,158.0,4.5,3.69,University Of Pittsburgh
152.0,170.0,3.0,3.84,UIUC
157.0,150.0,5.0,3.9,University Of Pittsburgh
159.0,150.0,3.5,3.62,University Of Florida
159.0,150.0,3.5,3.62,University Of Florida
159.0,170.0,0.0,3.75,Duke University
168.0,165.0,4.0,3.4,New York University
154.0,155.0,4.0,3.95,Penn State University
149.0,154.0,4.0,3.8,University Of Florida
156.0,154.0,5.0,3.56,University Of Pittsburgh
156.0,152.0,4.0,3.82,University Of Pittsburgh
159.0,150.0,3.5,3.62,University Of Florida
155.0,155.0,5.5,3.83,University Of Pittsburgh
161.0,145.0,4.5,3.6,University Of Oregon
130.0,159.5744680851064,5.0,3.72,Tufts University
154.0,164.0,5.0,3.0,Boston University
147.0,158.0,4.5,2.93,University Of Kentucky
162.0,159.0,5.5,3.49,UCLA
152.0,149.0,3.5,3.74,Wayne State University
167.0,158.0,5.0,3.75,University Of Washington
157.0,147.0,4.0,3.56,University Of Maryland College Park
157.0,156.0,4.0,3.13,Clemson University
161.0,149.0,3.0,3.54,University Of Iowa
153.0,153.0,4.5,3.35,University Of Minnesota
153.0,145.0,4.0,3.69,American University
165.0,162.0,4.0,3.42,"University Of California, Los Angeles (UCLA)"
167.0,158.0,5.0,3.6,University Of Toronto
163.0,152.0,4.5,3.98,University Of Colorado Boulder
155.0,156.0,4.0,3.89,University Of Virginia
169.0,167.0,5.5,3.53,American University
155.0,160.0,5.0,3.81,Harvard University
158.0,148.0,3.5,3.8,Columbia University
157.0,170.0,4.0,3.97,USC
170.0,170.0,4.5,3.75,Washington University in St. Louis (WashU/WUSTL)
167.0,157.0,3.0,3.3,University Of Georgia
159.0,167.0,3.5,3.0,Carnegie Mellon University (CMU)
167.0,158.0,5.0,3.41,University Of Toronto
156.0,157.0,4.0,2.67,Syracuse University
157.0,170.0,4.0,3.76,University Of Florida
154.0,161.0,3.0,3.6,Iowa State University
163.0,167.0,4.0,3.93,Tufts University
168.0,164.0,5.0,3.98,Harvard University
158.0,151.0,4.5,3.6,University Of South Carolina
170.0,158.0,5.0,4.0,University Of Wisconsin - Madison
158.0,155.0,4.5,3.76,Vanderbilt University
167.0,154.0,3.5,3.9,Vanderbilt University
160.0,158.0,4.5,3.95,Vanderbilt University
163.0,168.0,5.0,4.0,Vanderbilt University
162.0,150.0,4.0,3.82,Vanderbilt University
161.0,148.0,5.0,3.9,University Of Georgia
154.0,163.0,3.5,3.2,UT Austin
155.0,164.0,3.5,4.0,University Of Toronto
155.0,164.0,3.5,4.0,University Of Toronto
169.0,167.0,6.0,3.81,University Of Houston
158.0,143.0,4.5,3.98,University Of Iowa
156.0,159.0,5.0,2.85,University Of Southern California
165.0,162.0,4.0,3.19,"University Of California, Los Angeles (UCLA)"
155.0,164.0,5.0,3.96,Penn State University
150.0,147.0,3.5,3.3,University Of Southern California
159.0,151.0,4.0,3.73,University Of Utah
155.0,162.0,4.0,3.3,University Of Pennsylvania
164.0,170.0,4.0,4.0,Purdue University
157.4468085106383,159.5744680851064,5.5,3.75,University Of Washington
148.0,168.0,3.0,3.44,UCLA
166.0,155.0,4.0,3.0,Cornell University
152.0,152.0,4.5,3.83,New York University
164.0,159.0,3.5,3.58,American University
157.0,146.0,3.5,3.9,Georgetown University
153.0,155.0,4.0,3.89,Florida State University
155.0,170.0,4.5,3.87,University Of Florida
170.0,150.0,3.0,3.88,Iowa State University
165.0,165.0,4.5,3.84,UC Berkeley
148.0,163.0,3.0,3.96,University Of Virginia
166.0,169.0,4.0,3.7,Harvard University
149.0,170.0,3.5,3.66,University Of Florida
168.0,170.0,3.0,3.83,"University Of Michigan, Ann Arbor"
160.0,153.0,4.0,3.8,UCLA
160.0,162.0,5.0,3.98,University Of Southern California
153.0,165.0,3.5,4.0,Carnegie Mellon University
155.0,165.0,3.5,3.7,"University Of Washington, Seattle"
153.0,150.0,4.0,3.76,Florida State University
162.0,159.0,3.5,3.4,Arizona State University
160.0,160.0,4.0,3.73,Carnegie Mellon University
169.0,170.0,5.0,3.93,University Of Washington
163.0,144.0,5.0,3.95,University Of Washington
161.0,160.0,4.0,3.5,Temple University
161.0,160.0,4.0,3.5,Columbia University
159.0,168.0,3.5,3.95,Michigan State University
160.0,155.0,5.5,3.67,American University
162.0,150.0,5.5,3.74,University Of South Carolina
157.0,163.0,4.0,3.91,University Of Georgia
164.0,167.0,5.5,3.98,UCLA
159.0,154.0,4.5,3.54,Harvard University
146.0,148.0,3.0,2.9,University Of Michigan
149.0,170.0,0.0,3.86,UCSD
154.0,164.0,3.0,3.83,Harvard University
165.0,167.0,5.5,3.88,University Of Houston
163.0,165.0,5.0,3.6,Yale University
162.0,150.0,4.0,3.82,University Of Washington
130.0,170.2127659574468,4.0,3.71,University Of Connecticut
155.0,160.0,5.0,3.6,New York University
169.0,159.0,6.0,3.92,University Of Utah
151.0,153.0,4.0,3.85,Florida State University
165.0,155.0,4.5,3.6,American University
157.0,153.0,3.5,3.0,George Mason University
155.0,155.0,0.0,3.66,American University
167.0,155.0,5.5,3.9,Florida State University
163.0,145.0,5.5,3.75,American University
156.0,151.0,5.5,3.84,Florida State University
166.0,165.0,4.5,3.63,Yale University
163.0,154.0,5.0,3.64,"University Of California, Davis"
161.0,163.0,5.0,3.7,UCLA
161.0,170.0,4.0,3.1,George Washington University
162.0,155.0,4.5,3.8,Florida State University
169.0,167.0,4.0,3.6,Georgetown University
156.0,166.0,4.5,3.96,UC Berkeley
160.0,158.0,4.0,3.26,University Of Washington
138.29787234042553,170.2127659574468,3.5,3.92,UC Berkeley
154.0,156.0,5.0,3.33,Rutgers University
150.0,157.0,4.0,3.11,USC
157.0,150.0,5.0,3.9,Florida State University
155.0,155.0,5.5,3.83,Florida State University
163.0,156.0,5.0,3.89,Harvard University
168.0,165.0,6.0,3.95,Harvard University
155.0,142.0,5.5,3.33,University Of Oregon
161.0,162.0,5.0,3.4,University Of Michigan
167.0,154.0,5.0,3.81,Brown University
140.4255319148936,168.08510638297872,0.0,3.53,Boston University
157.0,154.0,4.5,3.9,University Of Oregon
142.0,158.0,3.0,3.37,UC Davis
155.0,154.0,4.5,3.86,University Of Virginia
159.0,151.0,4.0,3.73,University Of Connecticut
165.0,170.0,5.5,3.65,University Of Washington
147.0,163.0,4.0,3.94,University Of Oregon
151.0,156.0,4.5,3.52,University Of Pittsburgh
159.0,155.0,4.5,3.21,Cornell University
155.0,160.0,4.5,3.86,"University Of California, Davis"
167.0,162.0,4.5,3.61,Duke University
160.0,155.0,5.5,3.67,George Mason University
168.0,160.0,5.5,3.93,Washington University in St. Louis (WashU/WUSTL)
170.0,149.0,4.5,3.9,University Of Oregon
169.0,167.0,5.0,3.6,Tufts University
162.0,153.0,4.0,3.63,Carnegie Mellon University
155.0,168.0,3.5,3.8,Columbia University
154.0,170.0,5.5,3.74,George Washington University
155.0,170.0,3.5,3.76,University Of Cincinnati
161.0,165.0,4.0,3.91,University Of Houston
161.0,170.0,3.5,3.52,University Of Maryland
156.0,167.0,4.0,4.0,Cornell University
150.0,160.0,3.0,3.61,Arizona State University
157.0,170.0,4.0,3.9,Stanford University
169.0,159.0,3.5,3.59,Boston University
147.0,162.0,3.0,3.36,University Of Virginia
168.0,159.0,5.5,3.6,University Of Southern California
164.0,167.0,4.5,3.4,Carnegie Mellon University
148.0,158.0,4.5,4.0,University Of Kentucky
130.0,170.2127659574468,3.0,3.6,"University Of California, Irvine"
157.4468085106383,165.95744680851064,0.0,3.96,University Of Washington
154.0,153.0,3.0,4.0,UC Berkeley
149.0,154.0,4.5,3.76,Iowa State University
148.0,153.0,4.5,3.79,University Of Cincinnati
163.0,156.0,5.0,3.87,UC Berkeley
163.0,168.0,5.0,4.0,University Of Texas At Austin
155.0,157.0,4.0,3.7,The Ohio State University
163.0,151.0,4.0,3.25,Arizona State University
155.0,155.0,0.0,3.66,Boston University
153.0,164.0,4.0,3.57,University Of Pittsburgh
153.0,160.0,5.5,3.9,University Of Southern California
160.0,169.0,4.0,4.0,UT Austin
155.0,169.0,3.5,3.82,University Of Virginia
166.0,155.0,3.5,3.5,University Of Washington
159.0,167.0,4.5,3.98,University Of Texas At Austin
159.0,168.0,4.0,3.9,University Of Virginia
154.0,166.0,3.5,3.09,Washington University in St. Louis (WashU/WUSTL)
165.0,161.0,0.0,3.15,Georgetown University
130.0,165.95744680851064,4.0,3.02,Northeastern University
164.0,154.0,4.0,3.8,Temple University
157.0,156.0,2.0,2.9,Boston University
158.0,170.0,4.0,3.6,University Of Washington
158.0,155.0,4.0,3.94,University Of Texas At Austin
164.0,159.0,3.5,3.52,Syracuse University
159.0,164.0,3.5,3.52,Georgetown University
160.0,158.0,4.5,3.6,UC Berkeley
161.0,163.0,4.0,3.6,University Of South Florida
167.0,170.0,5.0,3.82,UC Berkeley
168.0,160.0,5.0,3.7,Northeastern University
164.0,167.0,5.0,3.2,University Of Toronto
163.0,167.0,5.5,3.87,University Of Michigan
140.4255319148936,170.2127659574468,3.5,3.8,University Of Arizona
157.0,165.0,5.0,3.8,"University Of Maryland, College Park"
160.0,168.0,4.0,4.0,University Of Wisconsin-Madison
162.0,167.0,4.0,3.51,Carnegie Mellon University
153.0,159.0,5.0,3.02,Columbia University
154.0,168.0,3.5,2.98,"University Of Maryland, College Park"
161.0,161.0,4.5,3.27,Indiana University Bloomington
157.0,161.0,4.0,3.3,Texas A&M University
136.17021276595744,170.2127659574468,3.0,3.83,University Of Connecticut
155.0,151.0,4.5,3.45,University Of Virginia
138.29787234042553,165.95744680851064,4.5,3.67,Yale University
160.0,157.0,4.5,3.52,UCSD
163.0,160.0,4.0,3.8,University Of Georgia
157.0,163.0,0.0,3.02,Northeastern University
161.0,163.0,4.5,3.96,University Of Iowa
153.0,146.0,4.0,3.9,University Of Florida
161.0,163.0,4.5,3.96,Iowa State University
152.0,158.0,4.5,3.4,University Of Oregon
158.0,154.0,4.0,3.83,Georgia State University
156.0,155.0,4.0,3.92,Northeastern University
168.0,160.0,5.5,3.57,Boston University
161.0,163.0,5.5,3.01,University Of Chicago
168.0,165.0,5.0,3.78,University Of Arizona
149.0,146.0,3.0,3.96,University Of Pennsylvania
164.0,148.0,4.0,3.71,George Washington University
162.0,160.0,4.0,3.73,Yale University
163.0,152.0,4.0,3.79,Wayne State University
162.0,170.0,4.0,3.8,Penn State University
165.0,160.0,6.0,4.0,George Mason University
168.0,165.0,6.0,3.95,University Of Pennsylvania
169.0,160.0,4.0,3.3,Cornell University
151.0,163.0,3.5,4.0,Carnegie Mellon University
158.0,165.0,3.5,3.4,Penn State University
164.0,165.0,5.5,3.5,University Of Pittsburgh
158.0,157.0,5.0,3.82,Columbia University
165.0,160.0,4.5,3.93,Georgetown University
150.0,167.0,3.0,3.9,North Carolina State University
166.0,160.0,5.0,3.3,New York University
160.0,160.0,5.0,3.3,Columbia University
165.0,165.0,5.0,3.67,Duke University
156.0,165.0,4.0,4.0,Brown University
157.0,168.0,4.5,3.5,University Of Southern California (USC)
166.0,168.0,6.0,3.91,University Of Iowa
151.0,158.0,3.5,3.0,Arizona State University
151.0,158.0,3.5,3.0,Arizona State University
150.0,167.0,3.0,3.9,"University Of Colorado, Boulder"
153.0,168.0,3.0,3.82,University Of Texas At Dallas
153.0,170.0,3.5,3.79,University Of Rochester
159.0,165.0,3.0,3.7,Iowa State University
160.0,161.0,3.5,3.5,University Of Colorado Boulder
157.4468085106383,170.2127659574468,5.0,3.9,University Of Pittsburgh
158.0,150.0,4.5,3.4,University Of Washington
161.0,168.0,4.5,4.0,UC Berkeley
163.0,169.0,4.5,3.3,Rice University
163.0,169.0,4.5,3.3,University Of Southern California
153.0,156.0,4.5,3.2,UCLA
154.0,144.0,4.0,3.6,UCLA
154.0,144.0,4.0,3.6,Columbia University
160.0,150.0,3.5,3.77,Georgetown University
168.08510638297872,136.17021276595744,4.0,3.9,University Of Washington
152.0,168.0,3.0,3.64,Stony Brook University
159.0,151.0,4.5,3.94,University Of Arizona
169.0,163.0,5.0,3.8,University Of Oregon
161.0,151.0,5.5,3.82,University Of Pennsylvania
140.4255319148936,168.08510638297872,0.0,3.5,Boston University
165.0,165.0,3.0,3.81,"University Of Michigan, Ann Arbor"
158.0,160.0,4.0,3.5,Carnegie Mellon University
160.0,166.0,4.0,3.9,University Of Pennsylvania
155.0,160.0,5.0,3.81,UC Berkeley
150.0,156.0,4.0,3.48,Wayne State University
157.0,164.0,4.0,3.93,University Of Arizona
158.0,166.0,3.5,3.83,Rice University
155.0,160.0,4.0,3.75,University Of Oregon
151.0,159.0,4.5,3.94,University Of Arizona
156.0,156.0,0.0,3.1,University Of Oregon
153.0,159.0,3.0,3.9,Duke University
156.0,155.0,4.5,3.92,Arizona State University
152.0,170.0,3.5,3.92,"University Of Michigan, Ann Arbor"
158.0,160.0,0.0,3.79,University Of Minnesota
153.0,170.0,3.0,3.86,UCLA
138.29787234042553,170.2127659574468,3.5,3.8,Harvard University
162.0,157.0,4.0,3.89,Arizona State University
165.0,164.0,5.0,3.95,University Of Illinois At Urbana-Champaign
158.0,155.0,4.0,3.94,Arizona State University
170.0,170.0,6.0,4.0,Harvard University
163.82978723404256,148.93617021276594,4.5,3.96,Boston University
164.0,159.0,5.0,3.9,American University
161.0,157.0,5.0,3.85,Colorado State University
150.0,159.0,3.5,3.5,Penn State University
156.0,159.0,5.0,2.85,University Of Virginia
157.0,158.0,4.5,3.78,Florida State University
169.0,166.0,5.5,4.0,University Of Chicago
162.0,161.0,5.5,3.4,University Of Minnesota
157.0,155.0,4.0,3.86,Boston University
158.0,149.0,5.0,3.9,Wayne State University
156.0,152.0,4.0,3.9,Ohio State University
153.0,167.0,3.5,3.42,"University Of Michigan, Ann Arbor"
170.0,168.0,6.0,3.9,Harvard University
156.0,156.0,4.0,3.5,Wayne State University
159.0,170.0,5.0,3.4,Stanford University
162.0,164.0,5.0,3.25,New York University (NYU)
170.2127659574468,130.0,0.0,3.87,UIUC
159.0,169.0,0.0,3.3,Washington University in St. Louis (WashU/WUSTL)
159.0,155.0,0.0,3.69,Wayne State University
151.0,152.0,3.5,3.61,Wayne State University
150.0,148.0,4.5,3.93,Wayne State University
169.0,166.0,5.0,3.86,UT Austin
161.0,170.0,5.0,3.98,UT Austin
156.0,146.0,4.5,3.96,Wayne State University
151.0,165.0,3.0,3.68,Johns Hopkins University
162.0,167.0,4.5,3.6,University Of Michigan
157.0,157.0,5.0,3.38,Carnegie Mellon University
160.0,166.0,4.0,3.9,University Of Pittsburgh
145.0,161.0,4.5,3.6,University Of Pittsburgh
167.0,167.0,4.5,3.97,UT Austin
155.0,170.0,3.5,3.8,University Of Arizona
155.0,164.0,3.5,4.0,Carnegie Mellon University (CMU)
155.0,163.0,4.0,3.52,Stony Brook University
167.0,150.0,6.0,3.77,George Washington University
155.0,157.0,4.5,3.8,University Of Texas At Dallas
160.0,166.0,3.5,3.2,Cornell University
148.0,170.0,3.0,3.96,University Of Michigan
155.0,163.0,3.5,3.3,University Of Maryland
152.0,158.0,4.0,3.65,Carnegie Mellon University (CMU)
165.0,161.0,4.5,3.8,Boston University
164.0,149.0,4.5,3.9,Indiana University Bloomington
134.04255319148936,151.06382978723403,5.0,3.65,UCLA
130.0,159.5744680851064,3.5,2.93,UCSD
165.0,168.0,5.5,3.96,University Of Pennsylvania
154.0,170.0,3.5,3.1,Carnegie Mellon University
159.0,170.0,3.0,3.98,University Of Michigan
152.0,167.0,4.0,3.3,Florida State University
159.0,147.0,4.5,3.45,University Of Cincinnati
159.0,147.0,4.5,3.45,Arizona State University
159.0,154.0,4.5,3.86,University Of Minnesota
158.0,151.0,4.5,3.6,Columbia University
152.0,151.0,4.5,3.25,University Of Pittsburgh
165.0,155.0,5.5,3.71,University Of Virginia
162.0,159.0,5.0,3.63,University Of Virginia
158.0,162.0,3.5,3.45,University Of Southern California
156.0,165.0,3.0,3.69,The University Of Chicago
159.0,148.0,4.5,3.75,University Of Maryland
161.0,158.0,4.0,2.69,Washington University in St. Louis (WashU/WUSTL)
156.0,150.0,5.0,3.65,University Of Oregon
161.0,159.0,4.5,3.27,UC Irvine
168.0,164.0,4.5,3.85,Columbia University
154.0,154.0,4.0,3.83,Washington University in St. Louis (WashU/WUSTL)
161.0,170.0,4.5,3.32,University Of Toronto
146.0,157.0,3.0,3.02,Columbia University
159.0,151.0,4.0,3.73,"University Of Colorado, Boulder"
130.0,168.08510638297872,5.0,3.83,UCLA
163.0,155.0,5.0,4.0,Oregon State University
162.0,158.0,4.0,3.42,Michigan State University
156.0,167.0,4.0,3.33,Boston University
164.0,157.0,5.5,3.25,Georgetown University
167.0,159.0,4.5,3.73,Stanford University
158.0,158.0,4.5,3.94,University Of Pittsburgh
134.04255319148936,170.2127659574468,3.0,3.3,Columbia University
148.93617021276594,170.2127659574468,5.0,3.96,University Of Pennsylvania
163.0,166.0,4.0,3.14,Brown University
163.0,157.0,5.0,3.5,University Of Pennsylvania
170.0,163.0,6.0,3.88,University Of Pennsylvania
150.0,160.0,3.0,3.0,University Of Houston
169.0,158.0,5.0,4.0,Georgetown University
170.0,158.0,6.0,4.0,University Of Pennsylvania
161.0,153.0,4.5,3.88,University Of South Florida
167.0,166.0,4.0,3.9,University Of Michigan
149.0,170.0,4.0,3.65,"University Of Michigan, Ann Arbor"
159.0,163.0,4.5,3.4,Penn State University
158.0,151.0,4.5,3.48,University Of Virginia
167.0,158.0,3.0,3.3,University Of Notre Dame
130.0,159.5744680851064,3.5,3.55,North Carolina State University
157.0,157.0,4.5,3.99,George Mason University
160.0,150.0,4.5,3.9,"University Of Michigan, Ann Arbor"
155.0,164.0,3.5,3.95,"University Of Michigan, Ann Arbor"
149.0,152.0,3.5,3.1,Michigan State University
164.0,156.0,5.0,3.8,Florida State University
166.0,158.0,5.5,3.85,Cornell University
156.0,161.0,4.0,4.0,Cornell University
157.0,170.0,4.0,3.75,Clemson University
154.0,164.0,3.0,3.2,UCLA
156.0,170.0,4.0,3.71,Georgetown University
149.0,170.0,3.0,3.6,University Of Pennsylvania
160.0,141.0,4.0,3.82,Tufts University
155.0,165.0,3.5,3.7,USC
157.0,170.0,4.0,3.9,Rice University
161.0,164.0,4.5,3.89,Carnegie Mellon University
156.0,170.0,3.5,3.85,Brown University
158.0,159.0,4.0,3.91,University Of Connecticut
163.0,164.0,5.0,3.3,University Of Washington
156.0,167.0,4.0,3.6,Carnegie Mellon University
166.0,158.0,5.0,3.81,"University Of California, Los Angeles (UCLA)"
155.0,154.0,5.5,3.53,New York University
150.0,167.0,3.0,3.2,"University Of California, Irvine"
160.0,161.0,4.5,3.7,UT Austin
160.0,166.0,4.0,3.61,UC Berkeley
170.0,170.0,0.0,3.92,Northwestern University
158.0,158.0,4.5,3.9,University Of South Florida
163.0,161.0,4.5,3.4,University Of Washington
160.0,165.0,4.5,3.97,"University Of California, Berkeley"
165.0,149.0,4.5,3.9,New York University (NYU)
153.0,156.0,4.0,3.2,UC Berkeley
163.0,168.0,5.0,3.9,Rice University
158.0,155.0,4.5,3.76,New York University (NYU)
168.0,166.0,5.0,3.66,University Of Michigan
157.0,157.0,4.5,3.35,North Carolina State University (NCSU)
154.0,163.0,5.0,3.63,New York University
154.0,153.0,4.5,3.9,New York University
163.0,161.0,4.5,3.89,New York University
169.0,170.0,5.0,4.0,Stanford University
164.0,157.0,5.5,3.2,University Of Colorado Boulder
147.0,170.0,3.5,3.81,UIUC
159.0,168.0,4.0,3.72,University Of Pennsylvania (UPenn)
155.0,170.0,3.5,3.72,University Of Maryland
154.0,170.0,3.5,3.96,UT Austin
164.0,166.0,5.0,3.75,Stanford University
159.0,163.0,4.5,3.4,University Of Houston
162.0,153.0,4.0,3.45,Oregon State University
163.0,164.0,5.5,4.0,Carnegie Mellon University
163.0,158.0,4.0,3.89,University Of Pittsburgh
161.0,164.0,4.0,3.97,Duke University
130.0,140.4255319148936,5.0,3.57,University Of Delaware
168.0,161.0,5.5,3.61,George Washington University
157.0,146.0,5.0,3.54,University Of Kansas
151.0,157.0,3.5,3.98,The Ohio State University
163.0,168.0,5.0,4.0,University Of Georgia
168.0,163.0,5.0,4.0,University Of Texas At Dallas
164.0,168.0,3.5,3.8,University Of Michigan
161.0,158.0,3.5,3.72,University Of Colorado Boulder
163.0,153.0,4.5,3.9,"University Of Maryland, College Park"
148.0,157.0,3.0,3.95,University Of Virginia
130.0,163.82978723404256,4.5,3.8,University Of Michigan
158.0,152.0,6.0,3.7,Syracuse University
162.0,156.0,4.0,2.9,Boston University
170.0,159.0,4.0,3.62,Brown University
138.29787234042553,170.2127659574468,3.0,3.56,Rice University
164.0,168.0,3.5,3.8,UC Davis
160.0,160.0,4.0,3.5,"University Of California, Davis"
142.0,170.0,2.5,3.8,Stanford University
